13:08:32.677 [main] INFO  c.e.s.C.CrudAppSecurityApplication - Starting CrudAppSecurityApplication on NEWi5_012 with PID 15616 (started by Siddhatech in D:\Spring Boot\CrudAppJwtTest)
13:08:35.584 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
13:08:35.917 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
13:08:36.229 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7893c715, org.springframework.security.web.context.SecurityContextPersistenceFilter@4e7bc939, org.springframework.security.web.header.HeaderWriterFilter@3d033453, org.springframework.security.web.authentication.logout.LogoutFilter@7f8c48f3, com.example.security.CrudAppSecurity.config.JwtRequestFilter@647fb583, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6fc1a8f6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@33a47707, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@36f6d25c, org.springframework.security.web.session.SessionManagementFilter@62cd562d, org.springframework.security.web.access.ExceptionTranslationFilter@30ffb2a6, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@4ced17f3]
13:08:36.331 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
13:08:36.476 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
13:08:36.492 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
13:08:36.493 [main] INFO  c.e.s.C.CrudAppSecurityApplication - Started CrudAppSecurityApplication in 4.083 seconds (JVM running for 4.453)
13:08:43.082 [http-nio-8080-exec-3] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
13:08:43.082 [http-nio-8080-exec-3] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
13:08:43.087 [http-nio-8080-exec-3] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 5 ms
13:08:43.098 [http-nio-8080-exec-3] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
13:08:43.121 [http-nio-8080-exec-3] INFO  c.e.s.C.controller.UserController - This is JSON data request....
13:08:43.126 [http-nio-8080-exec-3] INFO  c.e.s.C.controller.UserController - Fetch ID: 500
13:09:10.722 [SpringContextShutdownHook] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
13:09:10.724 [SpringContextShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
13:09:10.725 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
13:09:10.728 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
15:00:22.552 [main] INFO  c.e.s.C.CrudAppSecurityApplication - Starting CrudAppSecurityApplication on NEWi5_012 with PID 20660 (started by Siddhatech in D:\Spring Boot\CrudAppJwtTest)
15:00:22.556 [main] INFO  c.e.s.C.CrudAppSecurityApplication - No active profile set, falling back to default profiles: default
15:00:23.139 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
15:00:23.199 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 53ms. Found 1 repository interfaces.
15:00:23.486 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:00:23.514 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration' of type [org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:00:23.516 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'objectPostProcessor' of type [org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:00:23.517 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@1623bbe5' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:00:23.518 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration' of type [org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:00:23.521 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:00:23.890 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
15:00:23.901 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
15:00:23.902 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
15:00:23.902 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
15:00:24.009 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
15:00:24.009 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1408 ms
15:00:24.140 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
15:00:24.586 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
15:00:24.620 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
15:00:24.667 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.4.8.Final}
15:00:24.783 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
15:00:24.881 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
15:00:25.337 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
15:00:25.343 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
15:00:25.648 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
15:00:25.990 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@44b9c7c4, org.springframework.security.web.context.SecurityContextPersistenceFilter@171aa66, org.springframework.security.web.header.HeaderWriterFilter@12e007be, org.springframework.security.web.authentication.logout.LogoutFilter@4d20616a, com.example.security.CrudAppSecurity.config.JwtRequestFilter@3120495d, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4e2cdc51, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4656fcc5, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@674184d, org.springframework.security.web.session.SessionManagementFilter@5a899811, org.springframework.security.web.access.ExceptionTranslationFilter@1669931a, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@774f2992]
15:00:26.113 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
15:00:26.308 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
15:00:26.327 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
15:00:26.329 [main] INFO  c.e.s.C.CrudAppSecurityApplication - Started CrudAppSecurityApplication in 4.091 seconds (JVM running for 4.524)
15:00:41.718 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
15:00:41.718 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
15:00:41.726 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 8 ms
15:00:41.738 [http-nio-8080-exec-1] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
15:04:12.818 [http-nio-8080-exec-2] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
15:04:16.553 [http-nio-8080-exec-7] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
15:05:11.136 [http-nio-8080-exec-8] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
15:06:13.794 [http-nio-8080-exec-10] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
15:06:13.797 [http-nio-8080-exec-10] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' not supported]
15:06:32.832 [http-nio-8080-exec-1] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
15:20:50.487 [http-nio-8080-exec-5] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
15:30:54.389 [http-nio-8080-exec-10] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
15:30:54.390 [http-nio-8080-exec-10] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' not supported]
15:31:29.302 [http-nio-8080-exec-6] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
15:31:29.305 [http-nio-8080-exec-6] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' not supported]
15:31:41.893 [http-nio-8080-exec-1] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
15:31:41.900 [http-nio-8080-exec-1] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpMediaTypeNotSupportedException: Content type 'text/plain;charset=UTF-8' not supported]
16:25:52.216 [http-nio-8080-exec-4] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
16:27:36.997 [http-nio-8080-exec-2] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
16:27:37.002 [http-nio-8080-exec-2] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' not supported]
16:27:37.097 [http-nio-8080-exec-7] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
16:27:37.107 [http-nio-8080-exec-8] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
16:27:37.148 [http-nio-8080-exec-9] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
16:27:37.148 [http-nio-8080-exec-10] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
16:27:37.160 [http-nio-8080-exec-6] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
16:27:37.160 [http-nio-8080-exec-1] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
16:27:37.160 [http-nio-8080-exec-5] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
16:27:37.160 [http-nio-8080-exec-3] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
16:27:37.161 [http-nio-8080-exec-4] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
16:28:26.927 [http-nio-8080-exec-3] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
16:28:26.930 [http-nio-8080-exec-3] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpMediaTypeNotSupportedException: Content type 'text/plain;charset=UTF-8' not supported]
17:35:07.406 [SpringContextShutdownHook] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
17:35:07.408 [SpringContextShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
17:35:07.417 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
17:35:07.426 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
17:35:15.229 [main] INFO  c.e.s.C.CrudAppSecurityApplication - Starting CrudAppSecurityApplication on NEWi5_012 with PID 19116 (started by Siddhatech in D:\Spring Boot\CrudAppJwtTest)
17:35:15.231 [main] INFO  c.e.s.C.CrudAppSecurityApplication - No active profile set, falling back to default profiles: default
17:35:15.719 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
17:35:15.778 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 52ms. Found 1 repository interfaces.
17:35:16.035 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
17:35:16.055 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration' of type [org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
17:35:16.058 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'objectPostProcessor' of type [org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
17:35:16.059 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@433e536f' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
17:35:16.061 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration' of type [org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
17:35:16.063 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
17:35:16.376 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
17:35:16.383 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
17:35:16.383 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
17:35:16.383 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
17:35:16.495 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
17:35:16.495 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1230 ms
17:35:16.656 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
17:35:17.145 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
17:35:17.181 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
17:35:17.228 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.4.8.Final}
17:35:17.360 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
17:35:17.470 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
17:35:17.972 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
17:35:17.979 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
17:35:18.252 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
17:35:18.559 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2712e8f4, org.springframework.security.web.context.SecurityContextPersistenceFilter@58e03769, org.springframework.security.web.header.HeaderWriterFilter@1b475663, org.springframework.security.web.authentication.logout.LogoutFilter@6ce9771c, com.example.security.CrudAppSecurity.config.JwtRequestFilter@5d829ef0, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6a51ae7c, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@49e479da, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5896cb9c, org.springframework.security.web.session.SessionManagementFilter@28831d69, org.springframework.security.web.access.ExceptionTranslationFilter@45571cfc, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@77cddc0c]
17:35:18.682 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
17:35:18.878 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
17:35:18.895 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
17:35:18.897 [main] INFO  c.e.s.C.CrudAppSecurityApplication - Started CrudAppSecurityApplication in 3.913 seconds (JVM running for 4.286)
17:37:09.234 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
17:37:09.235 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
17:37:09.250 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 15 ms
17:37:19.610 [http-nio-8080-exec-3] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
17:37:21.574 [http-nio-8080-exec-7] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
17:37:22.554 [http-nio-8080-exec-5] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
17:37:23.357 [http-nio-8080-exec-4] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
17:38:41.325 [http-nio-8080-exec-2] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
17:38:41.334 [http-nio-8080-exec-2] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' not supported]
17:38:53.950 [http-nio-8080-exec-1] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
17:38:57.231 [http-nio-8080-exec-3] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
17:40:28.603 [http-nio-8080-exec-9] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
17:42:25.678 [http-nio-8080-exec-3] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
17:42:30.908 [http-nio-8080-exec-7] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
17:42:34.368 [http-nio-8080-exec-5] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
17:43:08.004 [http-nio-8080-exec-4] WARN  c.e.s.C.config.JwtRequestFilter - JWT Token does not begin with Bearer String
17:44:05.602 [http-nio-8080-exec-8] ERROR o.a.c.c.C.[.[.[.[dispatcherServlet] - Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception
org.springframework.security.web.firewall.RequestRejectedException: The request was rejected because the URL contained a potentially malicious String "//"
	at org.springframework.security.web.firewall.StrictHttpFirewall.rejectedBlacklistedUrls(StrictHttpFirewall.java:369)
	at org.springframework.security.web.firewall.StrictHttpFirewall.getFirewalledRequest(StrictHttpFirewall.java:336)
	at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:194)
	at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:178)
	at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:358)
	at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:271)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:202)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:96)
